"Reference","Year","Month","Season","bay_segment","Longitude","Latitude","ScoreNumTaxa","ScoreShannon","ScoreTaxaSelect","ScoreTaxaBenthic","ScoreNumGuilds","TBNI_Score"
"TBM2004100308",2004,10,"Fall","MTB",-82.618283,27.8474,4,9,2,5,7,54
"TBM2004100501",2004,10,"Fall","LTB",-82.608683,27.569183,8,7,5,8,8,72
"TBM2004100604",2004,10,"Fall","HB",-82.480517,27.890217,5,10,5,5,10,70
"TBM2004100605",2004,10,"Fall","HB",-82.4697,27.846867,4,8,8,3,10,66
"TBM2004100606",2004,10,"Fall","HB",-82.4394,27.822967,4,6,2,4,8,48
"TBM2004100801",2004,10,"Fall","MTB",-82.459983,27.74965,9,9,5,9,10,84
"TBM2004100802",2004,10,"Fall","MTB",-82.477817,27.72715,5,10,10,5,10,80
"TBM2004101101",2004,10,"Fall","OTB",-82.637617,28.0034,5,3,8,5,10,62
"TBM2004101105",2004,10,"Fall","OTB",-82.722267,27.937883,1,4,5,1,3,28
"TBM2004101106",2004,10,"Fall","OTB",-82.716033,27.9341,8,8,8,8,10,84
"TBM2004101303",2004,10,"Fall","LTB",-82.732467,27.533683,5,9,2,4,5,50
"TBM2004101304",2004,10,"Fall","LTB",-82.693933,27.528967,5,9,2,6,8,60
"TBM2004101305",2004,10,"Fall","LTB",-82.706667,27.528167,0,0,0,0,0,0
"TBM2004104107",2004,10,"Fall","HB",-82.414383,27.940167,2,5,2,2,8,38
"TBM2004110104",2004,11,"Fall","LTB",-82.583383,27.606167,9,9,8,9,10,90
"TBM2004110202",2004,11,"Fall","MTB",-82.617817,27.802533,0,0,0,0,0,0
"TBM2004110205",2004,11,"Fall","MTB",-82.498117,27.8209,4,5,2,5,10,52
"TBM2004110207",2004,11,"Fall","MTB",-82.520817,27.831833,4,5,2,4,10,50
"TBM2004110503",2004,11,"Fall","MTB",-82.520083,27.703717,7,10,8,8,10,86
"TBM2004110504",2004,11,"Fall","MTB",-82.520133,27.69475,10,8,10,10,10,96
"TBM2004110603",2004,11,"Fall","LTB",-82.688033,27.5016,0,0,0,0,0,0
"TBM2004110706",2004,11,"Fall","LTB",-82.675467,27.6476,9,10,8,9,10,92
"TBM2004110801",2004,11,"Fall","HB",-82.42145,27.926467,2,5,5,2,8,44
"TBM2004110802",2004,11,"Fall","HB",-82.41315,27.891667,4,5,5,3,10,54
"TBM2004110902",2004,11,"Fall","OTB",-82.548417,27.8508,9,10,10,10,7,92
"TBM2004110904",2004,11,"Fall","MTB",-82.553817,27.829533,1,4,2,2,3,24
"TBM2004110905",2004,11,"Fall","OTB",-82.58325,27.832417,8,10,8,10,10,92
"TBM2004111002",2004,11,"Fall","LTB",-82.663717,27.679733,7,9,8,6,10,80
"TBM2004111101",2004,11,"Fall","OTB",-82.5503,27.940317,2,3,0,2,3,20
"TBM2004111202",2004,11,"Fall","OTB",-82.676783,27.998483,3,4,0,1,10,36
"TBM2004111203",2004,11,"Fall","OTB",-82.691633,27.9693,7,10,8,8,7,80
"TBM2004111206",2004,11,"Fall","OTB",-82.552133,27.9646,7,8,5,8,7,70
"TBM2004111207",2004,11,"Fall","OTB",-82.600217,27.975933,2,5,5,2,7,42
"TBM2004111304",2004,11,"Fall","HB",-82.429317,27.863833,3,6,5,3,5,44
"TBM2004114703",2004,11,"Fall","HB",-82.40495,27.8759,1,2,2,2,5,24
"TBM2004120101",2004,12,"Winter","OTB",-82.6854,27.985317,0,0,0,0,0,0
"TBM2004120103",2004,12,"Winter","OTB",-82.704417,27.926783,5,1,3,4,10,46
"TBM2004120204",2004,12,"Winter","OTB",-82.534133,27.929,4,8,7,5,5,58
"TBM2004120205",2004,12,"Winter","OTB",-82.532967,27.914533,8,9,7,9,8,82
"TBM2004120206",2004,12,"Winter","OTB",-82.540783,27.893867,3,6,3,3,8,46
"TBM2004120501",2004,12,"Winter","LTB",-82.649967,27.682233,9,10,3,8,10,80
"TBM2004120502",2004,12,"Winter","LTB",-82.6507,27.683217,5,8,0,5,8,52
"TBM2004120703",2004,12,"Winter","LTB",-82.620783,27.57365,2,5,0,2,5,28
"TBM2004120704",2004,12,"Winter","LTB",-82.610367,27.5747,10,10,3,10,10,86
"TBM2004120802",2004,12,"Winter","MTB",-82.459617,27.758633,1,0,0,1,2,8
"TBM2004120803",2004,12,"Winter","MTB",-82.5256,27.70605,4,8,3,4,8,54
"TBM2004121003",2004,12,"Winter","MTB",-82.626383,27.7423,2,4,0,2,5,26
"TBM2004121004",2004,12,"Winter","MTB",-82.591317,27.809733,1,0,3,1,2,14
"TBM2004121202",2004,12,"Winter","MTB",-82.589567,27.827917,10,10,10,10,8,96
"TBM2004121203",2004,12,"Winter","OTB",-82.5963,27.8598,10,7,7,10,8,84
"TBM2004121303",2004,12,"Winter","HB",-82.435283,27.886917,0,0,0,0,0,0
"TBM2004121408",2004,12,"Winter","MTB",-82.491767,27.818233,6,9,7,6,8,72
"TBM2004124302",2004,12,"Winter","HB",-82.430833,27.943467,10,10,10,10,8,96
"TBM2004124310",2004,12,"Winter","HB",-82.415817,27.939667,2,4,3,1,5,30
"TBM2005010203",2005,1,"Winter","LTB",-82.719167,27.529517,1,0,0,1,2,8
"TBM2005010204",2005,1,"Winter","LTB",-82.719367,27.523983,4,3,0,3,8,36
"TBM2005010401",2005,1,"Winter","MTB",-82.522417,27.686367,8,9,10,7,8,84
"TBM2005010402",2005,1,"Winter","MTB",-82.439583,27.766717,1,0,0,1,2,8
"TBM2005010403",2005,1,"Winter","MTB",-82.453767,27.756483,5,7,0,5,5,44
"TBM2005010405",2005,1,"Winter","MTB",-82.520033,27.679683,1,0,0,1,2,8
"TBM2005010604",2005,1,"Winter","OTB",-82.6177,28.00555,4,3,3,4,8,44
"TBM2005010606",2005,1,"Winter","OTB",-82.603433,27.9817,1,0,0,1,2,8
"TBM2005010702",2005,1,"Winter","HB",-82.466,27.93635,10,9,7,10,8,88
"TBM2005010703",2005,1,"Winter","HB",-82.483517,27.876833,1,0,3,1,2,14
"TBM2005010805",2005,1,"Winter","MTB",-82.601383,27.834867,6,7,3,5,8,58
"TBM2005010806",2005,1,"Winter","MTB",-82.607233,27.82715,6,10,3,5,8,64
"TBM2005010807",2005,1,"Winter","MTB",-82.59775,27.8126,10,8,3,8,8,74
"TBM2005010905",2005,1,"Winter","LTB",-82.586,27.5913,10,10,3,9,8,80
"TBM2005010906",2005,1,"Winter","LTB",-82.570467,27.625567,5,10,0,5,8,56
"TBM2005010907",2005,1,"Winter","MTB",-82.550033,27.6532,7,5,10,5,8,70
"TBM2005011101",2005,1,"Winter","OTB",-82.723283,27.938017,6,6,3,5,8,56
"TBM2005011102",2005,1,"Winter","OTB",-82.706583,27.927633,3,4,0,3,5,30
"TBM2005011103",2005,1,"Winter","OTB",-82.6684,27.913533,3,7,3,4,5,44
"TBM2005011104",2005,1,"Winter","OTB",-82.665217,27.921517,2,4,0,2,2,20
"TBM2005011107",2005,1,"Winter","OTB",-82.567067,27.95605,0,0,0,0,0,0
"TBM2005011202",2005,1,"Winter","OTB",-82.6107,27.864333,2,5,3,3,2,30
"TBM2005011204",2005,1,"Winter","MTB",-82.628883,27.852483,2,4,3,2,5,32
"TBM2005011205",2005,1,"Winter","MTB",-82.621483,27.8475,2,4,0,1,5,24
"TBM2005011303",2005,1,"Winter","MTB",-82.4982,27.824717,2,4,3,2,5,32
"TBM2005014203",2005,1,"Winter","HB",-82.416083,27.935133,1,0,0,1,2,8
"TBM2005014508",2005,1,"Winter","HB",-82.419817,27.843183,3,5,3,3,8,44
"TBM2005014509",2005,1,"Winter","HB",-82.434317,27.8225,3,5,3,3,5,38
"TBM2005014510",2005,1,"Winter","HB",-82.4377,27.839867,1,0,0,1,2,8
"TBM2005020101",2005,2,"Winter","OTB",-82.5964,27.876633,2,1,3,2,5,26
"TBM2005020106",2005,2,"Winter","OTB",-82.603433,27.864967,2,1,0,3,5,22
"TBM2005020403",2005,2,"Winter","OTB",-82.657033,27.965617,2,5,7,3,5,44
"TBM2005020405",2005,2,"Winter","OTB",-82.667533,28.017,8,10,10,8,8,88
"TBM2005020501",2005,2,"Winter","LTB",-82.6732,27.522467,2,6,3,2,5,36
"TBM2005020505",2005,2,"Winter","LTB",-82.625417,27.56055,2,3,7,2,2,32
"TBM2005020601",2005,2,"Winter","LTB",-82.691567,27.518067,5,1,0,5,8,38
"TBM2005020605",2005,2,"Winter","LTB",-82.566417,27.626183,5,8,3,5,5,52
"TBM2005020606",2005,2,"Winter","LTB",-82.5665,27.620417,5,0,3,4,8,40
"TBM2005020607",2005,2,"Winter","LTB",-82.585883,27.605367,1,0,0,1,2,8
"TBM2005020703",2005,2,"Winter","OTB",-82.542733,27.940583,8,10,7,10,8,86
"TBM2005020704",2005,2,"Winter","OTB",-82.544867,27.95585,4,3,0,5,8,40
"TBM2005020706",2005,2,"Winter","OTB",-82.715833,27.935017,4,2,3,4,8,42
"TBM2005020707",2005,2,"Winter","OTB",-82.628283,27.908417,4,8,10,4,8,68
"TBM2005020708",2005,2,"Winter","OTB",-82.613433,27.88675,3,8,3,4,8,52
"TBM2005020801",2005,2,"Winter","MTB",-82.464633,27.744983,5,8,7,5,8,66
"TBM2005020806",2005,2,"Winter","MTB",-82.60665,27.798033,7,7,3,7,5,58
"TBM2005020807",2005,2,"Winter","MTB",-82.623117,27.7794,7,6,10,7,8,76
"TBM2005020901",2005,2,"Winter","HB",-82.446467,27.94,10,8,10,10,8,92
"TBM2005020902",2005,2,"Winter","HB",-82.483283,27.924417,6,2,10,6,10,68
"TBM2005020903",2005,2,"Winter","HB",-82.48235,27.856083,5,8,7,4,8,64
"TBM2005020904",2005,2,"Winter","HB",-82.48155,27.877517,4,2,0,2,5,26
"TBM2005020906",2005,2,"Winter","HB",-82.43105,27.833133,3,6,0,3,5,34
"TBM2005020907",2005,2,"Winter","HB",-82.398433,27.814117,1,0,0,1,2,8
"TBM2005021103",2005,2,"Winter","HB",-82.3933,27.821767,1,0,0,0,2,6
"TBM2005021201",2005,2,"Winter","LTB",-82.64725,27.679117,1,0,0,1,2,8
"TBM2005021301",2005,2,"Winter","MTB",-82.530467,27.833033,5,6,3,5,8,54
"TBM2005021305",2005,2,"Winter","MTB",-82.4962,27.82585,8,9,7,7,8,78
"TBM2005030202",2005,3,"Winter","OTB",-82.552967,27.855267,1,0,3,1,2,14
"TBM2005030204",2005,3,"Winter","MTB",-82.619067,27.8414,6,8,3,5,8,60
"TBM2005030206",2005,3,"Winter","MTB",-82.624167,27.852183,2,3,0,2,2,18
"TBM2005030301",2005,3,"Winter","MTB",-82.4882,27.718,1,0,3,1,2,14
"TBM2005030303",2005,3,"Winter","MTB",-82.517417,27.674217,4,3,0,4,5,32
"TBM2005030304",2005,3,"Winter","LTB",-82.576383,27.63725,0,0,0,0,0,0
"TBM2005030402",2005,3,"Winter","OTB",-82.539533,27.8993,0,0,0,0,0,0
"TBM2005030403",2005,3,"Winter","OTB",-82.540783,27.9368,2,4,3,2,5,32
"TBM2005030406",2005,3,"Winter","OTB",-82.723567,27.938017,10,10,7,10,8,90
"TBM2005030407",2005,3,"Winter","OTB",-82.630167,27.9069,2,1,3,1,5,24
"TBM2005030701",2005,3,"Winter","HB",-82.431117,27.83255,3,5,0,3,8,38
"TBM2005030702",2005,3,"Winter","HB",-82.420617,27.8441,2,4,3,2,5,32
"TBM2005030703",2005,3,"Winter","HB",-82.42615,27.86725,1,0,3,1,2,14
"TBM2005030706",2005,3,"Winter","HB",-82.398533,27.85275,5,9,7,6,5,64
"TBM2005030801",2005,3,"Winter","MTB",-82.6232,27.702533,4,7,0,4,8,46
"TBM2005030802",2005,3,"Winter","MTB",-82.618917,27.710417,0,0,0,0,0,0
"TBM2005030804",2005,3,"Winter","MTB",-82.62675,27.75275,1,0,0,0,2,6
"TBM2005030902",2005,3,"Winter","OTB",-82.685817,27.9621,4,8,3,5,5,50
"TBM2005030903",2005,3,"Winter","OTB",-82.6906,27.969567,7,3,7,7,8,64
"TBM2005030904",2005,3,"Winter","OTB",-82.684717,27.990583,3,5,0,4,5,34
"TBM2005031002",2005,3,"Winter","LTB",-82.634833,27.5516,2,4,3,2,5,32
"TBM2005031005",2005,3,"Winter","LTB",-82.580867,27.596417,8,7,7,7,10,78
"TBM2005031105",2005,3,"Winter","MTB",-82.4223,27.790183,0,0,0,0,0,0
"TBM2005031106",2005,3,"Winter","HB",-82.39505,27.8146,2,3,0,1,5,22
"TBM2005031202",2005,3,"Winter","LTB",-82.688033,27.514483,6,2,3,6,8,50
"TBM2005031501",2005,3,"Winter","MTB",-82.51645,27.825117,1,0,0,1,2,8
"TBM2005034113",2005,3,"Winter","HB",-82.4209,27.9262,5,6,0,4,5,40
"TBM2005040102",2005,4,"Spring","MTB",-82.5007,27.71705,6,6,0,6,7,50
"TBM2005040103",2005,4,"Spring","LTB",-82.57785,27.5979,8,9,7,9,7,80
"TBM2005040104",2005,4,"Spring","LTB",-82.5703,27.609417,5,2,3,5,7,44
"TBM2005040201",2005,4,"Spring","OTB",-82.606767,27.8749,5,7,3,6,3,48
"TBM2005040202",2005,4,"Spring","OTB",-82.541233,27.887833,5,10,3,5,3,52
"TBM2005040205",2005,4,"Spring","OTB",-82.55325,27.84475,3,6,3,4,7,46
"TBM2005040301",2005,4,"Spring","LTB",-82.696083,27.506067,1,5,0,0,3,18
"TBM2005040302",2005,4,"Spring","LTB",-82.627783,27.5581,1,4,7,0,0,24
"TBM2005040306",2005,4,"Spring","LTB",-82.732183,27.53355,2,3,7,1,3,32
"TBM2005040405",2005,4,"Spring","LTB",-82.62495,27.588517,2,7,0,2,0,22
"TBM2005040501",2005,4,"Spring","OTB",-82.580233,27.970083,0,0,0,1,0,2
"TBM2005040502",2005,4,"Spring","OTB",-82.571683,27.959967,2,6,3,3,3,34
"TBM2005040506",2005,4,"Spring","OTB",-82.643383,28.017117,6,4,0,5,10,50
"TBM2005040706",2005,4,"Spring","LTB",-82.701467,27.628467,2,3,10,3,3,42
"TBM2005040903",2005,4,"Spring","OTB",-82.533317,27.927,1,3,3,2,3,24
"TBM2005040905",2005,4,"Spring","OTB",-82.700817,27.9249,7,5,7,6,10,70
"TBM2005040906",2005,4,"Spring","OTB",-82.705717,27.9271,3,6,0,3,3,30
"TBM2005040907",2005,4,"Spring","MTB",-82.581283,27.830683,2,6,7,2,3,40
"TBM2005041103",2005,4,"Spring","HB",-82.434333,27.90125,1,0,3,0,2,12
"TBM2005041104",2005,4,"Spring","HB",-82.416017,27.9002,5,2,3,5,8,46
"TBM2005041202",2005,4,"Spring","HB",-82.470617,27.832883,2,0,3,1,5,22
"TBM2005041204",2005,4,"Spring","MTB",-82.43555,27.775417,1,4,3,1,0,18
"TBM2005041206",2005,4,"Spring","MTB",-82.414783,27.78775,1,3,0,1,0,10
"TBM2005041207",2005,4,"Spring","MTB",-82.415967,27.7952,3,8,3,4,3,42
"TBM2005041208",2005,4,"Spring","HB",-82.412383,27.811233,0,0,0,0,0,0
"TBM2005041302",2005,4,"Spring","MTB",-82.521967,27.83265,4,5,3,4,7,46
"TBM2005041404",2005,4,"Spring","OTB",-82.588417,27.836383,0,0,0,0,0,0
"TBM2005044206",2005,4,"Spring","HB",-82.41355,27.9375,1,0,0,0,2,6
"TBM2005050101",2005,5,"Spring","HB",-82.43825,27.8397,1,0,3,1,2,14
"TBM2005050105",2005,5,"Spring","HB",-82.411017,27.812633,0,0,0,0,0,0
"TBM2005050106",2005,5,"Spring","MTB",-82.414017,27.79575,0,0,0,0,0,0
"TBM2005050107",2005,5,"Spring","MTB",-82.429817,27.7821,0,0,0,0,0,0
"TBM2005050109",2005,5,"Spring","MTB",-82.460033,27.7482,2,0,0,2,7,22
"TBM2005050110",2005,5,"Spring","MTB",-82.5279,27.685017,8,4,10,8,7,74
"TBM2005050204",2005,5,"Spring","LTB",-82.644767,27.689567,3,3,0,4,3,26
"TBM2005050206",2005,5,"Spring","MTB",-82.639967,27.704683,5,1,7,2,10,50
"TBM2005050207",2005,5,"Spring","MTB",-82.6337,27.74335,5,7,3,5,7,54
"TBM2005050302",2005,5,"Spring","OTB",-82.554283,27.833117,0,0,0,0,0,0
"TBM2005050303",2005,5,"Spring","OTB",-82.552667,27.844567,3,7,7,4,3,48
"TBM2005050304",2005,5,"Spring","OTB",-82.5435,27.8444,1,2,0,1,3,14
"TBM2005050403",2005,5,"Spring","OTB",-82.688417,27.988533,10,7,7,9,10,86
"TBM2005050405",2005,5,"Spring","OTB",-82.665383,28.027717,2,5,0,1,3,22
"TBM2005050406",2005,5,"Spring","OTB",-82.627667,28.0027,0,0,0,0,0,0
"TBM2005050502",2005,5,"Spring","LTB",-82.5992,27.594867,2,6,0,2,7,34
"TBM2005050508",2005,5,"Spring","LTB",-82.712233,27.527033,1,5,0,1,3,20
"TBM2005050601",2005,5,"Spring","LTB",-82.6991,27.630417,1,4,0,1,3,18
"TBM2005050803",2005,5,"Spring","HB",-82.4843,27.923867,8,1,10,8,10,74
"TBM2005050806",2005,5,"Spring","HB",-82.398617,27.8338,0,0,0,0,0,0
"TBM2005051001",2005,5,"Spring","OTB",-82.53765,27.883467,8,10,7,9,7,82
"TBM2005051003",2005,5,"Spring","OTB",-82.683533,27.915967,8,3,7,6,10,68
"TBM2005051004",2005,5,"Spring","OTB",-82.675217,27.91475,2,6,0,3,3,28
"TBM2005051006",2005,5,"Spring","OTB",-82.532083,27.909283,3,6,3,4,3,38
"TBM2005054205",2005,5,"Spring","HB",-82.428667,27.870367,2,4,3,2,8,38
"TBM2005054206",2005,5,"Spring","HB",-82.42565,27.884517,2,4,0,2,5,26
"TBM2005060203",2005,6,"Summer","HB",-82.434783,27.863617,2,2,0,1,7,24
"TBM2005060302",2005,6,"Summer","OTB",-82.530683,27.9237,2,5,0,1,7,30
"TBM2005060305",2005,6,"Summer","OTB",-82.687383,27.918633,0,0,0,0,0,0
"TBM2005060306",2005,6,"Summer","OTB",-82.649983,27.9059,2,4,0,1,3,20
"TBM2005060307",2005,6,"Summer","OTB",-82.643983,27.901667,5,2,2,5,7,42
"TBM2005060308",2005,6,"Summer","OTB",-82.6213,27.882133,4,4,0,4,10,44
"TBM2005060501",2005,6,"Summer","OTB",-82.616933,27.983,0,0,0,0,0,0
"TBM2005060505",2005,6,"Summer","OTB",-82.668467,27.9134,1,2,0,0,3,12
"TBM2005060507",2005,6,"Summer","OTB",-82.629817,28.008533,4,7,0,4,10,50
"TBM2005060601",2005,6,"Summer","LTB",-82.61205,27.580033,4,7,0,5,10,52
"TBM2005060604",2005,6,"Summer","MTB",-82.530317,27.686867,6,7,2,7,7,58
"TBM2005060702",2005,6,"Summer","MTB",-82.6512,27.70015,5,7,8,6,7,66
"TBM2005061003",2005,6,"Summer","HB",-82.440033,27.823183,0,0,0,0,0,0
"TBM2005061004",2005,6,"Summer","HB",-82.441883,27.826233,0,0,0,0,0,0
"TBM2005061005",2005,6,"Summer","HB",-82.4868,27.862917,1,3,0,1,3,16
"TBM2005061006",2005,6,"Summer","HB",-82.48245,27.877633,0,0,2,0,0,4
"TBM2005061007",2005,6,"Summer","HB",-82.490733,27.917083,3,7,5,4,10,58
"TBM2005061104",2005,6,"Summer","LTB",-82.673533,27.522383,2,7,3,2,3,34
"TBM2005061201",2005,6,"Summer","MTB",-82.588833,27.828433,2,8,0,3,3,32
"TBM2005061202",2005,6,"Summer","MTB",-82.60035,27.804867,8,8,5,9,7,74
"TBM2005061206",2005,6,"Summer","OTB",-82.54505,27.865383,1,5,2,1,3,24
"TBM2005061301",2005,6,"Summer","MTB",-82.616933,27.819667,6,6,0,6,10,56
"TBM2005061306",2005,6,"Summer","MTB",-82.606867,27.82625,4,6,2,2,3,34
"TBM2005061602",2005,6,"Summer","HB",-82.44555,27.91,4,9,2,5,3,46
"TBM2005064209",2005,6,"Summer","HB",-82.431217,27.832867,1,3,0,1,3,16
"TBM2005064608",2005,6,"Summer","HB",-82.417683,27.928367,3,5,0,2,7,34
"TBM2005070201",2005,7,"Summer","OTB",-82.608517,27.971333,6,10,5,7,7,70
"TBM2005070203",2005,7,"Summer","OTB",-82.6328,27.8907,2,2,0,1,7,24
"TBM2005070204",2005,7,"Summer","OTB",-82.627667,27.889383,1,5,0,1,0,14
"TBM2005070205",2005,7,"Summer","OTB",-82.547833,27.94105,2,5,0,1,3,22
"TBM2005070207",2005,7,"Summer","OTB",-82.5692,27.961467,4,7,2,4,7,48
"TBM2005070301",2005,7,"Summer","MTB",-82.47935,27.722917,2,7,0,3,0,24
"TBM2005070302",2005,7,"Summer","MTB",-82.501,27.717583,0,0,0,0,0,0
"TBM2005070304",2005,7,"Summer","MTB",-82.450267,27.760817,0,0,0,0,0,0
"TBM2005070307",2005,7,"Summer","MTB",-82.4174,27.783317,1,3,0,1,0,10
"TBM2005070406",2005,7,"Summer","LTB",-82.6578,27.67995,1,5,0,2,7,30
"TBM2005070502",2005,7,"Summer","LTB",-82.7193,27.526283,0,0,0,0,0,0
"TBM2005070503",2005,7,"Summer","LTB",-82.70795,27.523183,1,3,0,1,3,16
"TBM2005070504",2005,7,"Summer","LTB",-82.70285,27.52425,1,3,3,2,3,24
"TBM2005070505",2005,7,"Summer","LTB",-82.684567,27.528233,0,0,0,0,0,0
"TBM2005070604",2005,7,"Summer","LTB",-82.61305,27.58275,5,7,7,6,7,64
"TBM2005070703",2005,7,"Summer","LTB",-82.697217,27.63445,4,5,3,3,10,50
"TBM2005070704",2005,7,"Summer","LTB",-82.698567,27.631583,2,6,0,2,7,34
"TBM2005070801",2005,7,"Summer","MTB",-82.63865,27.740217,4,6,2,3,10,50
"TBM2005070802",2005,7,"Summer","MTB",-82.628867,27.758517,3,8,2,2,7,44
"TBM2005070803",2005,7,"Summer","MTB",-82.616933,27.820133,4,5,0,2,7,36
"TBM2005070902",2005,7,"Summer","MTB",-82.527483,27.834033,2,7,0,1,3,26
"TBM2005070906",2005,7,"Summer","OTB",-82.583067,27.8368,2,8,2,2,7,42
"TBM2005071001",2005,7,"Summer","OTB",-82.685183,27.990433,9,7,8,5,10,78
"TBM2005071004",2005,7,"Summer","OTB",-82.576317,27.968433,8,8,8,10,7,82
"TBM2005071201",2005,7,"Summer","HB",-82.4084,27.858,2,6,2,3,7,40
"TBM2005071203",2005,7,"Summer","HB",-82.424583,27.883867,7,10,8,6,7,76
"TBM2005071205",2005,7,"Summer","HB",-82.480767,27.886483,7,1,10,5,10,66
"TBM2005071303",2005,7,"Summer","MTB",-82.52325,27.827867,0,0,2,0,0,4
"TBM2005074415",2005,7,"Summer","HB",-82.4315,27.863833,1,5,2,1,3,24
"TBM2005074416",2005,7,"Summer","HB",-82.431417,27.839017,0,0,2,0,0,4
"TBM2005080201",2005,8,"Summer","OTB",-82.654717,28.015567,2,5,5,3,3,36
"TBM2005080202",2005,8,"Summer","OTB",-82.61105,28.0036,2,6,0,1,3,24
"TBM2005080304",2005,8,"Summer","HB",-82.4483,27.93085,3,4,0,0,7,28
"TBM2005080305",2005,8,"Summer","HB",-82.47805,27.92645,3,5,5,3,7,46
"TBM2005080307",2005,8,"Summer","HB",-82.490883,27.913433,3,5,5,4,3,40
"TBM2005080308",2005,8,"Summer","HB",-82.49025,27.9146,3,7,5,5,7,54
"TBM2005080402",2005,8,"Summer","MTB",-82.599,27.797867,2,7,8,3,7,54
"TBM2005080403",2005,8,"Summer","MTB",-82.596317,27.813017,4,5,5,3,10,54
"TBM2005080404",2005,8,"Summer","MTB",-82.605983,27.83635,5,1,5,4,10,50
"TBM2005080501",2005,8,"Summer","OTB",-82.5412,27.893483,6,3,2,4,7,44
"TBM2005080502",2005,8,"Summer","OTB",-82.535633,27.931383,5,7,2,6,7,54
"TBM2005080506",2005,8,"Summer","OTB",-82.6159,27.916833,8,4,5,6,10,66
"TBM2005080507",2005,8,"Summer","OTB",-82.627633,27.8982,4,7,2,5,7,50
"TBM2005080603",2005,8,"Summer","LTB",-82.590967,27.593717,10,5,10,10,10,90
"TBM2005080604",2005,8,"Summer","LTB",-82.6335,27.553567,3,6,3,3,7,44
"TBM2005080605",2005,8,"Summer","LTB",-82.650383,27.537467,1,5,0,2,3,22
"TBM2005080912",2005,8,"Summer","MTB",-82.46225,27.7169,2,5,8,2,3,40
"TBM2005081103",2005,8,"Summer","HB",-82.435167,27.775833,7,7,5,5,7,62
"TBM2005081105",2005,8,"Summer","MTB",-82.470567,27.7484,3,4,0,2,3,24
"TBM2005081106",2005,8,"Summer","MTB",-82.478517,27.747083,2,5,2,2,3,28
"TBM2005081201",2005,8,"Summer","MTB",-82.527317,27.833733,0,0,0,0,0,0
"TBM2005081401",2005,8,"Summer","OTB",-82.5331,27.872717,3,5,0,3,10,42
"TBM2005081402",2005,8,"Summer","OTB",-82.552817,27.84745,10,6,8,10,10,88
"TBM2005081501",2005,8,"Summer","OTB",-82.58735,27.892067,1,3,0,0,3,14
"TBM2005084309",2005,8,"Summer","HB",-82.3995,27.852817,3,0,0,2,7,24
"TBM2005090102",2005,9,"Summer","LTB",-82.677533,27.6583,3,6,3,2,7,42
"TBM2005090104",2005,9,"Summer","LTB",-82.575483,27.634883,1,4,0,1,3,18
"TBM2005090105",2005,9,"Summer","LTB",-82.572917,27.64765,0,0,0,0,0,0
"TBM2005090109",2005,9,"Summer","LTB",-82.692783,27.636633,0,0,0,0,0,0
"TBM2005090202",2005,9,"Summer","HB",-82.42645,27.867933,2,6,0,2,3,26
"TBM2005090203",2005,9,"Summer","HB",-82.403333,27.874917,4,3,2,4,7,40
"TBM2005090204",2005,9,"Summer","HB",-82.416833,27.898717,3,3,2,4,10,44
"TBM2005090304",2005,9,"Summer","LTB",-82.601383,27.56355,6,9,3,6,7,62
"TBM2005090404",2005,9,"Summer","OTB",-82.68545,27.988883,3,6,2,4,3,36
"TBM2005090406",2005,9,"Summer","OTB",-82.665417,28.021883,3,8,0,1,7,38
"TBM2005090501",2005,9,"Summer","MTB",-82.4638,27.752467,0,0,0,0,0,0
"TBM2005090502",2005,9,"Summer","MTB",-82.4786,27.74685,2,6,0,0,3,22
"TBM2005090503",2005,9,"Summer","MTB",-82.499533,27.712367,4,5,2,2,10,46
"TBM2005090507",2005,9,"Summer","MTB",-82.501633,27.678817,5,6,2,4,7,48
"TBM2005090603",2005,9,"Summer","OTB",-82.58315,27.836833,3,5,2,2,10,44
"TBM2005090605",2005,9,"Summer","OTB",-82.6202,27.88305,2,3,0,0,7,24
"TBM2005090606",2005,9,"Summer","OTB",-82.600583,27.875317,1,3,0,0,0,8
"TBM2005090607",2005,9,"Summer","OTB",-82.532583,27.898183,5,4,0,4,7,40
"TBM2005090701",2005,9,"Summer","HB",-82.486783,27.8613,7,8,5,5,10,70
"TBM2005090704",2005,9,"Summer","HB",-82.434583,27.884683,3,6,5,3,10,54
"TBM2005090707",2005,9,"Summer","HB",-82.46675,27.869383,0,0,0,0,0,0
"TBM2005090903",2005,9,"Summer","OTB",-82.633933,27.9069,6,8,2,6,7,58
"TBM2005090905",2005,9,"Summer","OTB",-82.616633,27.916433,8,10,2,8,10,76
"TBM2005090906",2005,9,"Summer","OTB",-82.613183,27.886833,2,0,2,1,7,24
"TBM2005090907",2005,9,"Summer","OTB",-82.617567,27.97035,5,5,2,4,3,38
"TBM2005091004",2005,9,"Summer","MTB",-82.598467,27.803783,2,2,2,0,7,26
"TBM2005091006",2005,9,"Summer","MTB",-82.62735,27.793483,4,7,0,4,3,36
"TBM2005091106",2005,9,"Summer","MTB",-82.647583,27.7014,2,5,2,2,7,36
"TBM2005100102",2005,10,"Fall","MTB",-82.4888,27.814717,6,10,5,6,10,74
"TBM2005100104",2005,10,"Fall","HB",-82.419,27.84335,1,0,0,1,2,8
"TBM2005100106",2005,10,"Fall","HB",-82.40335,27.854383,3,7,0,2,5,34
