"Reference","Project_1","Project_2","Project_3","Sampling_Date","Latitude","Longitude","Zone","Grid","Stratum","effort","Species_record_id","NODCCODE","Scientificname","Commonname","Splittype","Splitlevel","Cells","Number"
"TBM2007040106","AM",". ",". ","2007-04-13",27.8269,-82.587583,"B",156,"A",1.4,8,"8835440301","Bairdiella chrysoura","Silver Perch","."," .",NA,4
"TBM2007040106","AM",". ",". ","2007-04-13",27.8269,-82.587583,"B",156,"A",1.4,9,"8747060303","Harengula jaguana","Scaled Sardine","."," .",NA,77
"TBM2007040106","AM",". ",". ","2007-04-13",27.8269,-82.587583,"B",156,"A",1.4,10,"8747060201","Opisthonema oglinum","Atlantic Thread Herring","."," .",NA,1
"TBM2007040106","AM",". ",". ","2007-04-13",27.8269,-82.587583,"B",156,"A",1.4,11,"8842010302","Chasmodes saburrae","Florida Blenny","."," .",NA,2
"TBM2007040106","AM",". ",". ","2007-04-13",27.8269,-82.587583,"B",156,"A",1.4,12,"8847010603","Gobiosoma robustum","Code Goby","."," .",NA,4
"TBM2007040107","AM",". ",". ","2007-04-13",27.80495,-82.594283,"B",175,"A",1.4,1,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,329
"TBM2007040107","AM",". ",". ","2007-04-13",27.80495,-82.594283,"B",175,"A",1.4,2,"6189010301","Callinectes sapidus","Blue Crab","."," .",NA,1
"TBM2007040107","AM",". ",". ","2007-04-13",27.80495,-82.594283,"B",175,"A",1.4,3,"8820020113","Syngnathus scovelli","Gulf Pipefish","."," .",NA,7
"TBM2007040107","AM",". ",". ","2007-04-13",27.80495,-82.594283,"B",175,"A",1.4,4,"8762020101","Synodus foetens","Inshore Lizardfish","."," .",NA,3
"TBM2007040107","AM",". ",". ","2007-04-13",27.80495,-82.594283,"B",175,"A",1.4,5,"8860020703","Stephanolepis hispida","Planehead Filefish","."," .",NA,1
"TBM2007040107","AM",". ",". ","2007-04-13",27.80495,-82.594283,"B",175,"A",1.4,6,"8835440603","Menticirrhus saxatilis","Northern Kingfish","."," .",NA,2
"TBM2007040107","AM",". ",". ","2007-04-13",27.80495,-82.594283,"B",175,"A",1.4,7,"8835400201","Orthopristis chrysoptera","Pigfish","."," .",NA,1
"TBM2007040108","AM",". ",". ","2007-04-13",27.80475,-82.598883,"B",175,"B",1.4,1,"8857050302","Paralichthys albigutta","Gulf Flounder","."," .",NA,1
"TBM2007040108","AM",". ",". ","2007-04-13",27.80475,-82.598883,"B",175,"B",1.4,2,"8762020101","Synodus foetens","Inshore Lizardfish","."," .",NA,5
"TBM2007040108","AM",". ",". ","2007-04-13",27.80475,-82.598883,"B",175,"B",1.4,3,"8820020113","Syngnathus scovelli","Gulf Pipefish","."," .",NA,3
"TBM2007040201","AM",". ",". ","2007-04-12",27.73555,-82.620933,"B",244,"B",1.4,1,"8747020202","Anchoa mitchilli","Bay Anchovy","."," .",NA,2
"TBM2007040203","AM",". ",". ","2007-04-12",27.737117,-82.703433,"D",241,"S",1.4,1,"8835390102","Eucinostomus gula","Silver Jenny","."," .",NA,3
"TBM2007040203","AM",". ",". ","2007-04-12",27.737117,-82.703433,"D",241,"S",1.4,2,"8805030300","Menidia spp.","New World silversides","."," .",NA,3
"TBM2007040203","AM",". ",". ","2007-04-12",27.737117,-82.703433,"D",241,"S",1.4,3,"8804040301","Lucania parva","Rainwater Killifish","."," .",NA,3
"TBM2007040203","AM",". ",". ","2007-04-12",27.737117,-82.703433,"D",241,"S",1.4,4,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,3
"TBM2007040203","AM",". ",". ","2007-04-12",27.737117,-82.703433,"D",241,"S",1.4,5,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,9
"TBM2007040203","AM",". ",". ","2007-04-12",27.737117,-82.703433,"D",241,"S",1.4,6,"8804040301","Lucania parva","Rainwater Killifish","."," .",NA,28
"TBM2007040203","AM",". ",". ","2007-04-12",27.737117,-82.703433,"D",241,"S",1.4,7,"8805030300","Menidia spp.","New World silversides","."," .",NA,25
"TBM2007040203","AM",". ",". ","2007-04-12",27.737117,-82.703433,"D",241,"S",1.4,8,"8835390100","Eucinostomus spp.","Eucinostomus","."," .",NA,3
"TBM2007040203","AM",". ",". ","2007-04-12",27.737117,-82.703433,"D",241,"S",1.4,9,"8861010208","Sphoeroides nephelus","Southern Puffer","."," .",NA,2
"TBM2007040203","AM",". ",". ","2007-04-12",27.737117,-82.703433,"D",241,"S",1.4,10,"8835390100","Eucinostomus spp.","Eucinostomus","."," .",NA,14
"TBM2007040203","AM",". ",". ","2007-04-12",27.737117,-82.703433,"D",241,"S",1.4,11,"8835400201","Orthopristis chrysoptera","Pigfish","."," .",NA,1
"TBM2007040203","AM",". ",". ","2007-04-12",27.737117,-82.703433,"D",241,"S",1.4,12,"8835390102","Eucinostomus gula","Silver Jenny","."," .",NA,42
"TBM2007040301","AM",". ",". ","2007-04-02",27.943833,-82.5399,"A",54,"S",1.4,1,"8835440401","Leiostomus xanthurus","Spot","."," .",NA,3
"TBM2007040301","AM",". ",". ","2007-04-02",27.943833,-82.5399,"A",54,"S",1.4,2,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,3
"TBM2007040301","AM",". ",". ","2007-04-02",27.943833,-82.5399,"A",54,"S",1.4,3,"8835440401","Leiostomus xanthurus","Spot","."," .",NA,59
"TBM2007040301","AM",". ",". ","2007-04-02",27.943833,-82.5399,"A",54,"S",1.4,4,"8835390111","Eucinostomus harengulus","Tidewater Mojarra","."," .",NA,3
"TBM2007040301","AM",". ",". ","2007-04-02",27.943833,-82.5399,"A",54,"S",1.4,5,"8804040207","Fundulus grandis","Gulf Killifish","."," .",NA,3
"TBM2007040301","AM",". ",". ","2007-04-02",27.943833,-82.5399,"A",54,"S",1.4,6,"8804040501","Floridichthys carpio","Goldspotted Killifish","."," .",NA,3
"TBM2007040301","AM",". ",". ","2007-04-02",27.943833,-82.5399,"A",54,"S",1.4,7,"8835440401","Leiostomus xanthurus","Spot","."," .",NA,20
"TBM2007040301","AM",". ",". ","2007-04-02",27.943833,-82.5399,"A",54,"S",1.4,8,"8805030300","Menidia spp.","New World silversides","."," .",NA,3
"TBM2007040301","AM",". ",". ","2007-04-02",27.943833,-82.5399,"A",54,"S",1.4,9,"6189010301","Callinectes sapidus","Blue Crab","."," .",NA,1
"TBM2007040301","AM",". ",". ","2007-04-02",27.943833,-82.5399,"A",54,"S",1.4,10,"6189010301","Callinectes sapidus","Blue Crab","."," .",NA,1
"TBM2007040301","AM",". ",". ","2007-04-02",27.943833,-82.5399,"A",54,"S",1.4,11,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,169
"TBM2007040301","AM",". ",". ","2007-04-02",27.943833,-82.5399,"A",54,"S",1.4,12,"8804040501","Floridichthys carpio","Goldspotted Killifish","."," .",NA,20
"TBM2007040301","AM",". ",". ","2007-04-02",27.943833,-82.5399,"A",54,"S",1.4,13,"8847010701","Microgobius gulosus","Clown Goby","."," .",NA,2
"TBM2007040301","AM",". ",". ","2007-04-02",27.943833,-82.5399,"A",54,"S",1.4,14,"8804040207","Fundulus grandis","Gulf Killifish","."," .",NA,2
"TBM2007040301","AM",". ",". ","2007-04-02",27.943833,-82.5399,"A",54,"S",1.4,15,"8805030300","Menidia spp.","New World silversides","."," .",NA,24
"TBM2007040301","AM",". ",". ","2007-04-02",27.943833,-82.5399,"A",54,"S",1.4,16,"8835390111","Eucinostomus harengulus","Tidewater Mojarra","."," .",NA,10
"TBM2007040301","AM",". ",". ","2007-04-02",27.943833,-82.5399,"A",54,"S",1.4,17,"8835390102","Eucinostomus gula","Silver Jenny","."," .",NA,1
"TBM2007040301","AM",". ",". ","2007-04-02",27.943833,-82.5399,"A",54,"S",1.4,18,"8847010603","Gobiosoma robustum","Code Goby","."," .",NA,2
"TBM2007040301","AM",". ",". ","2007-04-02",27.943833,-82.5399,"A",54,"S",1.4,19,"8804040213","Fundulus similis","Longnose Killifish","."," .",NA,1
"TBM2007040301","AM",". ",". ","2007-04-02",27.943833,-82.5399,"A",54,"S",1.4,20,"8847010600","Gobiosoma spp.","Gobiosoma Gobies","."," .",NA,1
"TBM2007040305","AM",". ",". ","2007-04-02",27.92495,-82.700883,"A",61,"A",1.4,1,"8835440102","Cynoscion nebulosus","Spotted Seatrout","."," .",NA,1
"TBM2007040305","AM",". ",". ","2007-04-02",27.92495,-82.700883,"A",61,"A",1.4,2,"8835440901","Sciaenops ocellatus","Red Drum","."," .",NA,1
"TBM2007040305","AM",". ",". ","2007-04-02",27.92495,-82.700883,"A",61,"A",1.4,3,"8747020202","Anchoa mitchilli","Bay Anchovy","."," .",NA,1
"TBM2007040305","AM",". ",". ","2007-04-02",27.92495,-82.700883,"A",61,"A",1.4,4,"8804040301","Lucania parva","Rainwater Killifish","."," .",NA,116
"TBM2007040305","AM",". ",". ","2007-04-02",27.92495,-82.700883,"A",61,"A",1.4,5,"8805030300","Menidia spp.","New World silversides","."," .",NA,68
"TBM2007040305","AM",". ",". ","2007-04-02",27.92495,-82.700883,"A",61,"A",1.4,6,"8847010701","Microgobius gulosus","Clown Goby","."," .",NA,3
"TBM2007040305","AM",". ",". ","2007-04-02",27.92495,-82.700883,"A",61,"A",1.4,7,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,42
"TBM2007040305","AM",". ",". ","2007-04-02",27.92495,-82.700883,"A",61,"A",1.4,8,"8835440401","Leiostomus xanthurus","Spot","."," .",NA,4
"TBM2007040305","AM",". ",". ","2007-04-02",27.92495,-82.700883,"A",61,"A",1.4,9,"8847010701","Microgobius gulosus","Clown Goby","."," .",NA,14
"TBM2007040305","AM",". ",". ","2007-04-02",27.92495,-82.700883,"A",61,"A",1.4,10,"8847010603","Gobiosoma robustum","Code Goby","."," .",NA,3
"TBM2007040305","AM",". ",". ","2007-04-02",27.92495,-82.700883,"A",61,"A",1.4,11,"8847010603","Gobiosoma robustum","Code Goby","."," .",NA,3
"TBM2007040305","AM",". ",". ","2007-04-02",27.92495,-82.700883,"A",61,"A",1.4,12,"8804040301","Lucania parva","Rainwater Killifish","."," .",NA,3
"TBM2007040306","AM",". ",". ","2007-04-02",27.88955,-82.618617,"A",97,"A",1.4,1,"8777180202","Ariopsis felis","Hardhead Catfish","."," .",NA,1
"TBM2007040306","AM",". ",". ","2007-04-02",27.88955,-82.618617,"A",97,"A",1.4,2,"8713050105","Hypanus sabinus","Atlantic Stingray","."," .",NA,1
"TBM2007040306","AM",". ",". ","2007-04-02",27.88955,-82.618617,"A",97,"A",1.4,3,"8835440102","Cynoscion nebulosus","Spotted Seatrout","."," .",NA,1
"TBM2007040306","AM",". ",". ","2007-04-02",27.88955,-82.618617,"A",97,"A",1.4,4,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,136
"TBM2007040306","AM",". ",". ","2007-04-02",27.88955,-82.618617,"A",97,"A",1.4,5,"8835390102","Eucinostomus gula","Silver Jenny","."," .",NA,2
"TBM2007040306","AM",". ",". ","2007-04-02",27.88955,-82.618617,"A",97,"A",1.4,6,"8835400201","Orthopristis chrysoptera","Pigfish","."," .",NA,3
"TBM2007040306","AM",". ",". ","2007-04-02",27.88955,-82.618617,"A",97,"A",1.4,7,"8842010302","Chasmodes saburrae","Florida Blenny","."," .",NA,2
"TBM2007040306","AM",". ",". ","2007-04-02",27.88955,-82.618617,"A",97,"A",1.4,8,"8835400201","Orthopristis chrysoptera","Pigfish","."," .",NA,2
"TBM2007040307","AM",". ",". ","2007-04-02",27.889167,-82.61665,"A",98,"B",1.4,1,"8803010399","Hyporhamphus meeki","False Silverstripe Halfbeak","."," .",NA,1
"TBM2007040307","AM",". ",". ","2007-04-02",27.889167,-82.61665,"A",98,"B",1.4,2,"8861010208","Sphoeroides nephelus","Southern Puffer","."," .",NA,1
"TBM2007040307","AM",". ",". ","2007-04-02",27.889167,-82.61665,"A",98,"B",1.4,3,"8847010603","Gobiosoma robustum","Code Goby","."," .",NA,2
"TBM2007040307","AM",". ",". ","2007-04-02",27.889167,-82.61665,"A",98,"B",1.4,4,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,1
"TBM2007040308","AM",". ",". ","2007-04-02",27.881717,-82.61795,"B",110,"S",1.4,1,"8803020202","Strongylura notata","Redfin Needlefish","."," .",NA,18
"TBM2007040308","AM",". ",". ","2007-04-02",27.881717,-82.61795,"B",110,"S",1.4,2,"8804040101","Cyprinodon variegatus","Sheepshead Minnow","."," .",NA,3
"TBM2007040308","AM",". ",". ","2007-04-02",27.881717,-82.61795,"B",110,"S",1.4,3,"8805030300","Menidia spp.","New World silversides","."," .",NA,472
"TBM2007040308","AM",". ",". ","2007-04-02",27.881717,-82.61795,"B",110,"S",1.4,4,"8804040101","Cyprinodon variegatus","Sheepshead Minnow","."," .",NA,74
"TBM2007040308","AM",". ",". ","2007-04-02",27.881717,-82.61795,"B",110,"S",1.4,5,"8804040501","Floridichthys carpio","Goldspotted Killifish","."," .",NA,3
"TBM2007040308","AM",". ",". ","2007-04-02",27.881717,-82.61795,"B",110,"S",1.4,6,"8804040501","Floridichthys carpio","Goldspotted Killifish","."," .",NA,264
"TBM2007040308","AM",". ",". ","2007-04-02",27.881717,-82.61795,"B",110,"S",1.4,7,"8805030300","Menidia spp.","New World silversides","."," .",NA,3
"TBM2007040308","AM",". ",". ","2007-04-02",27.881717,-82.61795,"B",110,"S",1.4,8,"8804040301","Lucania parva","Rainwater Killifish","."," .",NA,3
"TBM2007040308","AM",". ",". ","2007-04-02",27.881717,-82.61795,"B",110,"S",1.4,9,"8804040301","Lucania parva","Rainwater Killifish","."," .",NA,102
"TBM2007040308","AM",". ",". ","2007-04-02",27.881717,-82.61795,"B",110,"S",1.4,10,"8804040213","Fundulus similis","Longnose Killifish","."," .",NA,3
"TBM2007040308","AM",". ",". ","2007-04-02",27.881717,-82.61795,"B",110,"S",1.4,11,"8804040213","Fundulus similis","Longnose Killifish","."," .",NA,24
"TBM2007040505","AM",". ",". ","2007-04-03",27.756267,-82.468933,"C",234,"B",1.4,1,"5802010101","Limulus polyphemus","Horseshoe Crab","."," .",NA,1
"TBM2007040505","AM",". ",". ","2007-04-03",27.756267,-82.468933,"C",234,"B",1.4,2,"8777180202","Ariopsis felis","Hardhead Catfish","."," .",NA,3
"TBM2007040505","AM",". ",". ","2007-04-03",27.756267,-82.468933,"C",234,"B",1.4,3,"8762020101","Synodus foetens","Inshore Lizardfish","."," .",NA,1
"TBM2007040505","AM",". ",". ","2007-04-03",27.756267,-82.468933,"C",234,"B",1.4,4,"8836010101","Mugil cephalus","Striped Mullet","."," .",NA,1
"TBM2007040602","AM",". ",". ","2007-04-04",27.8191,-82.491317,"C",162,"A",1.4,1,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,3
"TBM2007040602","AM",". ",". ","2007-04-04",27.8191,-82.491317,"C",162,"A",1.4,2,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,45
"TBM2007040602","AM",". ",". ","2007-04-04",27.8191,-82.491317,"C",162,"A",1.4,3,"8762020101","Synodus foetens","Inshore Lizardfish","."," .",NA,1
"TBM2007040602","AM",". ",". ","2007-04-04",27.8191,-82.491317,"C",162,"A",1.4,4,"8847010603","Gobiosoma robustum","Code Goby","."," .",NA,3
"TBM2007040603","AM",". ",". ","2007-04-04",27.82275,-82.490033,"C",162,"S",1.4,1,"8804040101","Cyprinodon variegatus","Sheepshead Minnow","."," .",NA,3
"TBM2007040603","AM",". ",". ","2007-04-04",27.82275,-82.490033,"C",162,"S",1.4,2,"8804040101","Cyprinodon variegatus","Sheepshead Minnow","."," .",NA,7
"TBM2007040606","AM",". ",". ","2007-04-04",27.8935,-82.413067,"C",109,"B",1.4,1,"8713050105","Hypanus sabinus","Atlantic Stingray","."," .",NA,1
"TBM2007040606","AM",". ",". ","2007-04-04",27.8935,-82.413067,"C",109,"B",1.4,2,"8777180202","Ariopsis felis","Hardhead Catfish","."," .",NA,1
"TBM2007040606","AM",". ",". ","2007-04-04",27.8935,-82.413067,"C",109,"B",1.4,3,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,82
"TBM2007040606","AM",". ",". ","2007-04-04",27.8935,-82.413067,"C",109,"B",1.4,4,"8762020101","Synodus foetens","Inshore Lizardfish","."," .",NA,3
"TBM2007040606","AM",". ",". ","2007-04-04",27.8935,-82.413067,"C",109,"B",1.4,5,"8847010701","Microgobius gulosus","Clown Goby","."," .",NA,3
"TBM2007040606","AM",". ",". ","2007-04-04",27.8935,-82.413067,"C",109,"B",1.4,6,"8747020202","Anchoa mitchilli","Bay Anchovy","."," .",NA,1
"TBM2007040606","AM",". ",". ","2007-04-04",27.8935,-82.413067,"C",109,"B",1.4,7,"6189010301","Callinectes sapidus","Blue Crab","."," .",NA,2
"TBM2007040606","AM",". ",". ","2007-04-04",27.8935,-82.413067,"C",109,"B",1.4,8,"8847010701","Microgobius gulosus","Clown Goby","."," .",NA,3
"TBM2007040606","AM",". ",". ","2007-04-04",27.8935,-82.413067,"C",109,"B",1.4,9,"8847010603","Gobiosoma robustum","Code Goby","."," .",NA,10
"TBM2007040606","AM",". ",". ","2007-04-04",27.8935,-82.413067,"C",109,"B",1.4,10,"6189010301","Callinectes sapidus","Blue Crab","."," .",NA,2
"TBM2007040606","AM",". ",". ","2007-04-04",27.8935,-82.413067,"C",109,"B",1.4,11,"8847010603","Gobiosoma robustum","Code Goby","."," .",NA,8
"TBM2007040802","AM",". ",". ","2007-04-05",27.548467,-82.581683,"E",417,"A",1.4,1,"8804040101","Cyprinodon variegatus","Sheepshead Minnow","."," .",NA,3
"TBM2007040802","AM",". ",". ","2007-04-05",27.548467,-82.581683,"E",417,"A",1.4,2,"8804040501","Floridichthys carpio","Goldspotted Killifish","."," .",NA,3
"TBM2007040802","AM",". ",". ","2007-04-05",27.548467,-82.581683,"E",417,"A",1.4,3,"8805030300","Menidia spp.","New World silversides","."," .",NA,3
"TBM2007040802","AM",". ",". ","2007-04-05",27.548467,-82.581683,"E",417,"A",1.4,4,"8804040207","Fundulus grandis","Gulf Killifish","."," .",NA,2
"TBM2007040802","AM",". ",". ","2007-04-05",27.548467,-82.581683,"E",417,"A",1.4,5,"8820020113","Syngnathus scovelli","Gulf Pipefish","."," .",NA,1
"TBM2007040802","AM",". ",". ","2007-04-05",27.548467,-82.581683,"E",417,"A",1.4,6,"6189010301","Callinectes sapidus","Blue Crab","."," .",NA,1
"TBM2007040802","AM",". ",". ","2007-04-05",27.548467,-82.581683,"E",417,"A",1.4,7,"8804040101","Cyprinodon variegatus","Sheepshead Minnow","."," .",NA,1
"TBM2007040802","AM",". ",". ","2007-04-05",27.548467,-82.581683,"E",417,"A",1.4,8,"8804040501","Floridichthys carpio","Goldspotted Killifish","."," .",NA,70
"TBM2007040802","AM",". ",". ","2007-04-05",27.548467,-82.581683,"E",417,"A",1.4,9,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,3
"TBM2007040802","AM",". ",". ","2007-04-05",27.548467,-82.581683,"E",417,"A",1.4,10,"8805030300","Menidia spp.","New World silversides","."," .",NA,11
"TBM2007040802","AM",". ",". ","2007-04-05",27.548467,-82.581683,"E",417,"A",1.4,11,"8804040213","Fundulus similis","Longnose Killifish","."," .",NA,2
"TBM2007040802","AM",". ",". ","2007-04-05",27.548467,-82.581683,"E",417,"A",1.4,12,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,6
"TBM2007040802","AM",". ",". ","2007-04-05",27.548467,-82.581683,"E",417,"A",1.4,13,"8847010600","Gobiosoma spp.","Gobiosoma Gobies","."," .",NA,1
"TBM2007040803","AM",". ",". ","2007-04-05",27.57005,-82.564333,"E",396,"A",1.4,1,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,77
"TBM2007040803","AM",". ",". ","2007-04-05",27.57005,-82.564333,"E",396,"A",1.4,2,"8835390111","Eucinostomus harengulus","Tidewater Mojarra","."," .",NA,4
"TBM2007040803","AM",". ",". ","2007-04-05",27.57005,-82.564333,"E",396,"A",1.4,3,"8820020113","Syngnathus scovelli","Gulf Pipefish","."," .",NA,3
"TBM2007040803","AM",". ",". ","2007-04-05",27.57005,-82.564333,"E",396,"A",1.4,4,"6189010301","Callinectes sapidus","Blue Crab","."," .",NA,1
"TBM2007040806","AM",". ",". ","2007-04-05",27.549217,-82.633483,"E",413,"B",1.4,1,"8762020101","Synodus foetens","Inshore Lizardfish","."," .",NA,2
"TBM2007040806","AM",". ",". ","2007-04-05",27.549217,-82.633483,"E",413,"B",1.4,2,"6189010600","Portunus spp.","Portunus Crabs","."," .",NA,1
"TBM2007040901","AM",". ",". ","2007-04-16",27.730817,-82.6923,"D",258,"B",1.4,1,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,3
"TBM2007040901","AM",". ",". ","2007-04-16",27.730817,-82.6923,"D",258,"B",1.4,2,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,18
"TBM2007040901","AM",". ",". ","2007-04-16",27.730817,-82.6923,"D",258,"B",1.4,3,"8835390102","Eucinostomus gula","Silver Jenny","."," .",NA,3
"TBM2007040901","AM",". ",". ","2007-04-16",27.730817,-82.6923,"D",258,"B",1.4,4,"8835390100","Eucinostomus spp.","Eucinostomus","."," .",NA,2
"TBM2007040901","AM",". ",". ","2007-04-16",27.730817,-82.6923,"D",258,"B",1.4,5,"8835400201","Orthopristis chrysoptera","Pigfish","."," .",NA,3
"TBM2007040901","AM",". ",". ","2007-04-16",27.730817,-82.6923,"D",258,"B",1.4,6,"8835390102","Eucinostomus gula","Silver Jenny","."," .",NA,4
"TBM2007040901","AM",". ",". ","2007-04-16",27.730817,-82.6923,"D",258,"B",1.4,7,"8835400201","Orthopristis chrysoptera","Pigfish","."," .",NA,2
"TBM2007040902","AM",". ",". ","2007-04-16",27.7174,-82.705167,"D",257,"S",1.4,1,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,191
"TBM2007040902","AM",". ",". ","2007-04-16",27.7174,-82.705167,"D",257,"S",1.4,2,"8836010101","Mugil cephalus","Striped Mullet","."," .",NA,2
"TBM2007040902","AM",". ",". ","2007-04-16",27.7174,-82.705167,"D",257,"S",1.4,3,"6189010301","Callinectes sapidus","Blue Crab","."," .",NA,1
"TBM2007040902","AM",". ",". ","2007-04-16",27.7174,-82.705167,"D",257,"S",1.4,4,"8805030300","Menidia spp.","New World silversides","."," .",NA,2
"TBM2007040902","AM",". ",". ","2007-04-16",27.7174,-82.705167,"D",257,"S",1.4,5,"8835390100","Eucinostomus spp.","Eucinostomus","."," .",NA,2
"TBM2007040902","AM",". ",". ","2007-04-16",27.7174,-82.705167,"D",257,"S",1.4,6,"8835390102","Eucinostomus gula","Silver Jenny","."," .",NA,1
"TBM2007040902","AM",". ",". ","2007-04-16",27.7174,-82.705167,"D",257,"S",1.4,7,"8820020205","Hippocampus zosterae","Dwarf Seahorse","."," .",NA,1
"TBM2007040902","AM",". ",". ","2007-04-16",27.7174,-82.705167,"D",257,"S",1.4,8,"8835400201","Orthopristis chrysoptera","Pigfish","."," .",NA,1
"TBM2007040905","AM",". ",". ","2007-04-16",27.664,-82.731483,"D",327,"A",1.4,1,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,320
"TBM2007040905","AM",". ",". ","2007-04-16",27.664,-82.731483,"D",327,"A",1.4,2,"8804040101","Cyprinodon variegatus","Sheepshead Minnow","."," .",NA,3
"TBM2007040905","AM",". ",". ","2007-04-16",27.664,-82.731483,"D",327,"A",1.4,3,"8804040301","Lucania parva","Rainwater Killifish","."," .",NA,3
"TBM2007040905","AM",". ",". ","2007-04-16",27.664,-82.731483,"D",327,"A",1.4,4,"8804040207","Fundulus grandis","Gulf Killifish","."," .",NA,3
"TBM2007040905","AM",". ",". ","2007-04-16",27.664,-82.731483,"D",327,"A",1.4,5,"8804040101","Cyprinodon variegatus","Sheepshead Minnow","."," .",NA,421
"TBM2007040905","AM",". ",". ","2007-04-16",27.664,-82.731483,"D",327,"A",1.4,6,"8804040301","Lucania parva","Rainwater Killifish","."," .",NA,916
"TBM2007040905","AM",". ",". ","2007-04-16",27.664,-82.731483,"D",327,"A",1.4,7,"8805030300","Menidia spp.","New World silversides","."," .",NA,3
"TBM2007040905","AM",". ",". ","2007-04-16",27.664,-82.731483,"D",327,"A",1.4,8,"8805030300","Menidia spp.","New World silversides","."," .",NA,10
"TBM2007040905","AM",". ",". ","2007-04-16",27.664,-82.731483,"D",327,"A",1.4,9,"8804040207","Fundulus grandis","Gulf Killifish","."," .",NA,1
"TBM2007041002","AM",". ",". ","2007-04-26",27.97285,-82.570533,"A",29,"B",1.4,1,"8804040301","Lucania parva","Rainwater Killifish","."," .",NA,3
"TBM2007041002","AM",". ",". ","2007-04-26",27.97285,-82.570533,"A",29,"B",1.4,2,"8805030300","Menidia spp.","New World silversides","."," .",NA,3
"TBM2007041002","AM",". ",". ","2007-04-26",27.97285,-82.570533,"A",29,"B",1.4,3,"8805030300","Menidia spp.","New World silversides","."," .",NA,30
"TBM2007041002","AM",". ",". ","2007-04-26",27.97285,-82.570533,"A",29,"B",1.4,4,"8747020202","Anchoa mitchilli","Bay Anchovy","."," .",NA,3
"TBM2007041002","AM",". ",". ","2007-04-26",27.97285,-82.570533,"A",29,"B",1.4,5,"8747020202","Anchoa mitchilli","Bay Anchovy","."," .",NA,137
"TBM2007041002","AM",". ",". ","2007-04-26",27.97285,-82.570533,"A",29,"B",1.4,6,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,1
"TBM2007041002","AM",". ",". ","2007-04-26",27.97285,-82.570533,"A",29,"B",1.4,7,"8762020101","Synodus foetens","Inshore Lizardfish","."," .",NA,1
"TBM2007041002","AM",". ",". ","2007-04-26",27.97285,-82.570533,"A",29,"B",1.4,8,"8847010701","Microgobius gulosus","Clown Goby","."," .",NA,2
"TBM2007041002","AM",". ",". ","2007-04-26",27.97285,-82.570533,"A",29,"B",1.4,9,"8804040301","Lucania parva","Rainwater Killifish","."," .",NA,3
"TBM2007041005","AM",". ",". ","2007-04-26",28.028683,-82.6659,"A",6,"S",1.4,1,"8804040213","Fundulus similis","Longnose Killifish","."," .",NA,3
"TBM2007041005","AM",". ",". ","2007-04-26",28.028683,-82.6659,"A",6,"S",1.4,2,"8803020202","Strongylura notata","Redfin Needlefish","."," .",NA,1
"TBM2007041005","AM",". ",". ","2007-04-26",28.028683,-82.6659,"A",6,"S",1.4,3,"8804040213","Fundulus similis","Longnose Killifish","."," .",NA,1
"TBM2007041005","AM",". ",". ","2007-04-26",28.028683,-82.6659,"A",6,"S",1.4,4,"8804040301","Lucania parva","Rainwater Killifish","."," .",NA,1
"TBM2007041005","AM",". ",". ","2007-04-26",28.028683,-82.6659,"A",6,"S",1.4,5,"8835390111","Eucinostomus harengulus","Tidewater Mojarra","."," .",NA,3
"TBM2007041005","AM",". ",". ","2007-04-26",28.028683,-82.6659,"A",6,"S",1.4,6,"8804040501","Floridichthys carpio","Goldspotted Killifish","."," .",NA,1
"TBM2007041005","AM",". ",". ","2007-04-26",28.028683,-82.6659,"A",6,"S",1.4,7,"8805030300","Menidia spp.","New World silversides","."," .",NA,16
"TBM2007041007","AM",". ",". ","2007-04-26",27.982817,-82.692917,"A",22,"S",1.4,1,"8835440401","Leiostomus xanthurus","Spot","."," .",NA,3
"TBM2007041007","AM",". ",". ","2007-04-26",27.982817,-82.692917,"A",22,"S",1.4,2,"8762020101","Synodus foetens","Inshore Lizardfish","."," .",NA,3
"TBM2007041007","AM",". ",". ","2007-04-26",27.982817,-82.692917,"A",22,"S",1.4,3,"8835440401","Leiostomus xanthurus","Spot","."," .",NA,8
